id,provider,provider_id,lon,lat
1000211,1,430636089395101,-89.6642889,43.10999416
1000212,1,06368500,-104.9005237,43.39997048
1000213,1,16918000,-170.7217722,-14.28865833
1000214,1,16939000,-170.73455,-14.3014361
1000215,1,16957000,-170.6512167,-14.2836611
1000216,1,16958500,-170.6442722,-14.28505
1000217,1,16966000,-170.5692722,-14.26393889
1000218,1,494404093442000,-93.7388889,49.7344444
1000219,1,354355078401401,-78.6705833,35.73186667
1000220,1,0214620805,-80.8247932,35.27236388
1000221,1,0214643840,-80.7834036,35.1981995
1000222,1,431212089314802,-89.5299444,43.20338889
1000223,1,431212089314801,-89.5299444,43.20338889
1000224,1,05579628,-88.8772222,40.46055556
1000225,1,431837089313401,-89.5261111,43.31027778
1000226,1,431837089313402,-89.5261111,43.31027778
1000227,1,423740088592701,-88.9909444,42.62766667
1000228,1,600713152574000,-152.9633435,60.1196677
1000229,1,09484530,-110.8709243,32.3014642
1000230,1,10251500,-115.77306,35.4083146
1000231,1,10253800,-115.2869243,33.80696176
1000232,1,10264510,-118.1356286,34.58082306
1000233,1,11045370,-117.3186485,33.3278098
1000234,1,415415071555001,-71.9306111,41.9042222
1000235,1,16227900,-157.8589194,21.38212222
1000236,1,05437631,-88.9863889,42.3108333
1000237,1,05558050,-89.300088,41.24031416
1000238,1,07346300,-93.9349036,32.68903438
1000239,1,07364830,-93.0209947,32.80014666
1000240,1,07375100,-90.1153578,30.6154672
1000241,1,443105069475500,-69.7981046,44.51812135
1000242,1,443150069473100,-69.7914379,44.53062116
1000243,1,443202069473100,-69.79143798,44.5339544
1000244,1,443247069454000,-69.7606038,44.5464544
1000245,1,443312069452100,-69.755326,44.55339876
1000246,1,01589238,-76.7704444,39.40044444
1000247,1,01589455,-76.678304,39.3614953
1000248,1,421724071223101,-71.3747818,42.29009616
1000249,1,421735071220701,-71.3681149,42.2931517
1000250,1,421907071222601,-71.373393,42.3187069
1000251,1,421916071224101,-71.3775598,42.3212068
1000252,1,0728862104,-90.6680556,33.40416667
1000253,1,01455387,-74.6472222,40.94944444
1000254,1,01455397,-74.6611111,40.9272222
1000255,1,08343300,-107.7853339,35.1153169
1000256,1,361307105521110,-105.8702962,36.21863436
1000257,1,04213363,-79.4392127,42.41894646
1000258,1,0423795630,-76.1538146,42.87590026
1000259,1,0214620810,-80.832571,35.26736389
1000260,1,392717082202500,-82.3401521,39.454791
1000261,1,01479676,-75.72799338,39.84788759
1000262,1,01537533,-75.9635329,41.1911933
1000263,1,01570180,-76.9813647,40.2898105
1000264,1,03073028,-80.05561148,39.9603521
1000265,1,03426916,-86.1622129,35.8800653
1000266,1,035200424,-84.458817,35.59868587
1000267,1,03566733,-85.0610605,34.9909089
1000268,1,03582200,-86.5638843,35.2320242
1000269,1,070296790,-88.9223056,35.39605556
1000270,1,08098219,-96.8861111,31.47527778
1000271,1,08098221,-96.8858333,31.47388889
1000272,1,08098224,-96.8816667,31.47277778
1000273,1,08098277,-96.8830556,31.45333333
1000274,1,08143905,-100.3305917,30.87968333
1000275,1,08155595,-97.7219511,30.3954814
1000276,1,0352443364,-82.4366667,36.97394444
1000277,1,03159823,-81.72813889,38.7895833
1000278,1,371642081291001,-81.485939,37.27844867
1000279,1,040871476,-87.9102778,42.94444444
1000280,1,453046089342804,-89.574577,45.51273848
1000281,1,16902000,-170.5801056,-14.25255278
1000282,1,16927000,-170.8312139,-14.32254722
1000283,1,16953000,-170.6651056,-14.26699444
1000284,1,01135090,-72.1604444,44.49191667
1000285,1,0203853010,-77.4244273,37.4223703
1000286,1,0205599730,-79.86975858,37.25013858
1000287,1,01658651,-77.3483164,38.5726202
1000288,1,0203667530,-77.6655462,37.64570148
1000289,1,431208089314901,-89.5302222,43.20225
