id,provider,provider_id
1000001,1,08332622
1000002,1,08332620
1000003,1,08332616
1000004,1,08329873
1000005,1,08332610
1000006,1,08332612
1000007,1,08329875
1000008,1,08329874
1000009,1,08329876
1000010,1,08363100
1000011,1,02398863
1000012,1,06719730
1000013,1,011006982
1000014,1,422309071092201
1000015,1,335139077593801
1000016,1,453249122471901
1000017,1,01540348
1000018,1,0157177680
1000019,1,06452406
1000020,1,08154660
1000021,1,02043062
1000022,1,382443081480203
1000023,1,382443081480205
1000024,1,05405855
1000025,1,05405859
1000026,1,054279447
1000027,1,430207087543200
1000028,1,430207087543201
1000029,1,430208087543200
1000030,1,430208087543201
1000031,1,430208087543202
1000032,1,430209087543200
1000033,1,443205088035400
1000034,1,443206088035700
1000035,1,373457109313101
1000036,1,014678324
1000037,1,424245090231600
1000038,1,424246090231700
1000039,1,014678327
1000040,1,07029684
1000041,1,01658510
1000042,1,0167399476
1000043,1,430355089183501
1000044,1,430356089183501
1000045,1,430356089183502
1000046,1,430356089183503
1000047,1,430356089183504
1000048,1,430402089183501
1000049,1,430402089183502
1000050,1,014678349
1000051,1,07307550
1000052,1,430440089223400
1000053,1,430440089223401
1000054,1,430440089223500
1000055,1,016141334
1000056,1,430310089225401
1000057,1,430310089225402
1000058,1,430310089225403
1000059,1,05579626
1000060,1,0214656665
1000061,1,0146748720
1000062,1,0203667510
1000063,1,01615518
1000064,1,04080981
1000065,1,11194100
1000066,1,0203668010
1000067,1,360337078543601
1000068,1,0209437825
1000069,1,354347078401501
1000070,1,10251600
1000071,1,10253250
1000072,1,360343078543101
1000073,1,014678369
1000074,1,0204243150
1000075,1,01658455
1000076,1,423645088595501
1000077,1,05579627
1000078,1,431112088281100
1000079,1,15297660
1000080,1,322915110552201
1000081,1,10253255
1000082,1,11169611
1000083,1,11225075
1000084,1,192326155215101
1000085,1,10046000
1000086,1,05447396
1000087,1,05549835
1000088,1,01594705
1000089,1,01168639
1000090,1,421751071222201
1000091,1,421841071221001
1000092,1,421900071225701
1000093,1,421923071224601
1000094,1,01455383
1000095,1,0134277110
1000096,1,04213441
1000097,1,0421344430
1000098,1,04245202
1000099,1,03510664
1000100,1,360432078570201
1000101,1,03129012
1000102,1,07149850
1000103,1,07149852
1000104,1,01537830
1000105,1,0157177780
1000106,1,030728552
1000107,1,01115177
1000108,1,03432877
1000109,1,03468204
1000110,1,03560700
1000111,1,03561200
1000112,1,03561300
1000113,1,03561700
1000114,1,03561800
1000115,1,03567594
1000116,1,360603087161100
1000117,1,360605087161600
1000118,1,08077719
1000119,1,08098215
1000120,1,08098260
1000121,1,08154680
1000122,1,09267500
1000123,1,09309600
1000124,1,09319000
1000125,1,09408500
1000126,1,10108400
1000127,1,10117000
1000128,1,10117500
1000129,1,10127050
1000130,1,10127110
1000131,1,404019111295001
1000132,1,0203667525
1000133,1,02042432
1000134,1,12090340
1000135,1,05405857
1000136,1,05429130
1000137,1,430636089395103
1000138,1,10019500
1000139,1,16910000
1000140,1,16935500
1000141,1,0209437850
1000142,1,360347078543701
1000143,1,01622220
1000144,1,360347078543801
1000145,1,3505560820626
1000146,1,0203856510
1000147,1,0204206650
1000148,1,15109037
1000149,1,15275038
1000150,1,07369654
1000151,1,09429250
1000152,1,10252700
1000153,1,11274610
1000154,1,11482352
1000155,1,09160000
1000156,1,05586850
1000157,1,05422584
1000158,1,02491300
1000159,1,07354400
1000160,1,07365400
1000161,1,07370900
1000162,1,443041069473600
1000163,1,443156069473000
1000164,1,443335069450600
1000165,1,01589460
1000166,1,01589470
1000167,1,01589475
1000168,1,01595244
1000169,1,383023077021202
1000170,1,01104677
1000171,1,421756071221701
1000172,1,0248557375
1000173,1,0728862210
1000174,1,384147090463901
1000175,1,405128097032000
1000176,1,405220097024000
1000177,1,01455384
1000178,1,01455385
1000179,1,351818106320710
1000180,1,0421344110
1000181,1,0423795631
1000182,1,0424394005
1000183,1,04256482
1000184,1,0209173192
1000185,1,03259050
1000186,1,07152844
1000187,1,443643117290200
1000188,1,0146742496
1000189,1,0146742498
1000190,1,01467455
1000191,1,01467456
1000192,1,01537554
1000193,1,0153755940
1000194,1,01113669
1000195,1,01117352
1000196,1,06436850
1000197,1,034324715
1000198,1,07024190
1000199,1,0702967742
1000200,1,070302488
1000201,1,070302489
1000202,1,07299830
1000203,1,02073200
1000204,1,12078657
1000205,1,464927121535000
1000206,1,371722081332501
1000207,1,391530077473401
1000208,1,391740077461401
1000209,1,401028080383701
1000210,1,401445080323201
1000211,1,430636089395101
1000212,1,06368500
1000213,1,16918000
1000214,1,16939000
1000215,1,16957000
1000216,1,16958500
1000217,1,16966000
1000218,1,494404093442000
1000219,1,354355078401401
1000220,1,0214620805
1000221,1,0214643840
1000222,1,431212089314802
1000223,1,431212089314801
1000224,1,05579628
1000225,1,431837089313401
1000226,1,431837089313402
1000227,1,423740088592701
1000228,1,600713152574000
1000229,1,09484530
1000230,1,10251500
1000231,1,10253800
1000232,1,10264510
1000233,1,11045370
1000234,1,415415071555001
1000235,1,16227900
1000236,1,05437631
1000237,1,05558050
1000238,1,07346300
1000239,1,07364830
1000240,1,07375100
1000241,1,443105069475500
1000242,1,443150069473100
1000243,1,443202069473100
1000244,1,443247069454000
1000245,1,443312069452100
1000246,1,01589238
1000247,1,01589455
1000248,1,421724071223101
1000249,1,421735071220701
1000250,1,421907071222601
1000251,1,421916071224101
1000252,1,0728862104
1000253,1,01455387
1000254,1,01455397
